recipe_id,recipe_name,category,cuisine,dietary_restrictions,difficulty,prep_time_mins,cook_time_mins,total_time_mins,servings,calories,protein_g,carbs_g,fat_g,rating,num_reviews,ingredients,equipment_needed,author,date_added
RCP02909,Noodles,Appetizer,Mediterranean,None,Easy,,,,12,557,75,85.7,0.7,3.9,313,"spinach, lettuce, cauliflower, noodles, salt, cumin, pepper, paprika",air fryer,Emily Chen,30/10/2023
RCP02910,Savory Soup,Lunch,Italian,None,Expert,113,108,221,2,686,63.2,13.4,79.5,2.7,1650,"shrimp, zucchini, bread, cinnamon, salt",air fryer,Emily Chen,29/06/2023
RCP02911,Sweet Curry,Appetizer,Vietnamese,None,Easy,113,147,260,11,919,71.1,101.8,33.6,,1042,"broccoli, potatoes, mushrooms, quinoa, cream, salt, cumin",slow cooker,emily chen,04/23/2024
RCP02912,Creamy Tacos,Salad,Mediterranean,None,Medium,103,30,133,12,1176,17.2,118.3,92.6,1,448,"lamb, garlic, lettuce, onions, cream, thyme, salt, cumin",oven|blender,Sarah Wilson,18/05/2025
RCP02913,Crispy Steamed,Breakfast,Chinese,None,Easy,10,25,35,4,663,1.1,-11.8,99.1,4.4,3355,"turkey, tomatoes, zucchini, bread, butter, salt, thyme, cumin","air fryer, food processor, grill, blender",Emily Chen,10-19-23
RCP02914,Crispy Baked,Dinner,Korean,None,Hard,91,87,178,8,14792,4.5,91,32.1,,4240,"cauliflower, mushrooms, pasta, paprika, thyme",stovetop,chef john,10/11/2023
RCP02915,Herb Grilled,Beverage,Italian,Low-Carb,Hard,37,33,70,4,,20.5,81.9,37.1,4.6,1176,"tofu, broccoli, tomatoes, bell peppers, bread, milk, cumin, cinnamon, paprika, basil","grill, blender, mixer, pressure cooker",emily chen,09/07/2025
RCP02916,Creamy Baked,Dinner,Japanese,None,Expert,938,3893,4831,1,876,25,64.9,76.9,,1604,lettuce; tomatoes; garlic; bell peppers,"stovetop, microwave, mixer",,14/08/2024
RCP02917,Spicy Pizza,Snack,French,None,Easy,33,119,152,2,448,67.6,,96.5,4.8,2278,"mushrooms, onions, broccoli, yogurt, cinnamon, thyme","stovetop, microwave, grill, food processor",Mary Smith,02/02/2023
RCP02918,Savory Grilled,Breakfast,Japanese,Keto,Easy,83,10,93,12,425,36.7,103.4,83.4,,4063,"turkey, potatoes, carrots, onions, mushrooms",,,27/02/2023
RCP02919,Crispy Noodles,Snack,Indian,None,Easy,74,172,246,4,1083,11.8,47.8,,3.9,1682,"zucchini, salt, oregano, thyme",stovetop,David Lee,11/05/2024
RCP02920,Savory Casserole,Appetizer,French,None,Hard,20,162,182,5,742,46.5,68.8,96.1,4.1,4462,"tofu, potatoes, noodles, butter, pepper, cinnamon, basil",microwave,David Lee,22/10/2024
RCP02921,Tangy Noodles,Beverage,Indian,None,Medium,19,155,174,12,207,68.6,149.5,15.4,2.4,1347,"ZUCCHINI, POTATOES, GARLIC, CAULIFLOWER, OATS, PAPRIKA, CINNAMON","air fryer, mixer",Sarah Wilson,24/03/2025
RCP02922,Savory Salad,Snack,American,None,Hard,34,123,157,12,1058,9.2,25.4,4.1,2.4,4060,"spinach, tomatoes, potatoes, broccoli, pasta, cumin, salt, paprika, oregano","blender, grill",Emily Chen,21/03/2024
RCP02923,Tangy Baked,Appetizer,Vietnamese,None,Medium,51,143,194,2,550,53.6,143.9,3.7,2,1263,"bell peppers, garlic, onions, cheese, basil, thyme",air fryer,emily chen,09/07/2023
RCP02924,Grilled,Salad,Korean,Dairy-Free,Easy,92,38,130,8,331,10.7,33.9,7.6,1.9,4063,"eggs, bell peppers, quinoa","oven, microwave",CHEF JOHN,21/12/2023
RCP02925,Tangy Salad,Dessert,Greek,None,Expert,26,200,226,,1161,,12.9,,2.2,1329,"chicken, potatoes, bell peppers, garlic, thyme, pepper, salt, oregano",grill|mixer|blender,emily chen,07/11/2024
RCP02926,Salad,Appetizer,Mediterranean,None,Easy,91,155,246,7,626,23.4,66.1,25.4,1.2,2174,"beef, lettuce, cauliflower, mushrooms",blender,Mary Smith,24/08/2024
RCP02927,Creamy Cake,Appetizer,Indian,None,Expert,116,117,233,5,543,56.8,5,58.5,3.8,1555,shrimp; onions; garlic; mushrooms; bread,food processor|air fryer|stovetop|blender,David Lee,2023.09.02
RCP02928,Savory Cake,Dinner,Mexican,Paleo,Medium,-30,-37,-67,1,370,1.8,62.8,29.2,1.1,331,"chicken, onions, pasta","oven, blender, microwave",chef john,24/07/2025
RCP02929,Sweet Rice Bowl,Breakfast,Mediterranean,None,Hard,105,35,140,7,262,46.5,112.5,40.5,2.4,2154,"cauliflower, broccoli, lettuce, onions, salt, cumin",oven|blender|air fryer|grill,David Lee,20/04/2025
RCP02930,Spicy Pasta,Beverage,Italian,None,Easy,108,219,327,1,,38.7,117.6,1.3,3.9,1276,,"stovetop, blender, mixer, slow cooker",CHEF JOHN,07/10/2023
RCP02931,Savory Fried,Snack,Chinese,None,Expert,53,140,193,5,671,-2,68.1,10.5,3.2,1326,"ONIONS, CARROTS, TOMATOES, BASIL, CINNAMON",mixer|pressure cooker|blender,Sarah Wilson,03/01/2026
RCP02932,Spicy Rice Bowl,Breakfast,American,None,Medium,67,56,123,10,1131,59.7,6.7,85,3.1,1806,"pork, lettuce, cauliflower, broccoli","blender, slow cooker",CHEF JOHN,29/04/2024
RCP02933,Creamy Bread,Dessert,Mexican,Dairy-Free,Easy,79,57,136,12,948,34.3,148.1,55.4,3.2,-2,"potatoes, onions, garlic, spinach, cumin, salt","blender, food processor, oven",Chef John,07/08/2025
RCP02934,Creamy Curry,Dessert,Japanese,None,Hard,1329,2186,3515,9,344,64.2,,19.9,2.5,3668,fish; onions; oats; paprika; oregano,"mixer, blender, pressure cooker",,24/12/2025
RCP02935,Crispy Cookies,Snack,Italian,None,Medium,37,37,74,4,340,51.6,14.1,51,3.1,4134,"tofu, mushrooms, oats, cheese, paprika, basil","food processor, blender",Mary Smith,01/12/2024
RCP02936,Savory Pizza,Dessert,Thai,None,Hard,81,212,293,12,354,24.7,110.3,40,4.9,1044,"mushrooms, garlic, tomatoes","grill, pressure cooker",David Lee,19/06/2024
RCP02937,Baked,Salad,Chinese,None,Easy,92,77,169,1,809,65.5,80.4,24,2.9,3245,,"air fryer, pressure cooker, food processor, stovetop",chef john,11-25-24
RCP02938,Crispy Rice Bowl,Beverage,Indian,None,Expert,118,153,271,3,103,19.1,130.5,33.5,1.7,258,"TOFU, ZUCCHINI, ONIONS, BREAD, YOGURT, CUMIN, OREGANO, THYME",blender,chef john,25/07/2025
RCP02939,Crispy Curry,Dessert,Japanese,None,Hard,85,151,236,4,681,18.7,137.1,37,2.9,2028,"TOFU, TOMATOES, CAULIFLOWER, FLOUR, CINNAMON, OREGANO, BASIL","oven, slow cooker, pressure cooker",emily chen,10/02/2023
RCP02940,Spicy Steamed,Salad,Korean,Low-Carb,Expert,109,95,204,2,208,28,84.9,27,4.3,4610,eggs; broccoli; rice; thyme; cumin; paprika,air fryer,mary smith,15/01/2024
RCP02941,Herb Tacos,Snack,Thai,None,Expert,77,52,129,5,9033,9.9,54.3,70.4,4.4,1739,"bell peppers, butter, cumin, pepper","blender, food processor",David Lee,15/01/2026
RCP02942,Tangy Salad,Appetizer,Mediterranean,None,Hard,71,124,195,11,440,0.8,12.4,94.7,3.6,3599,,slow cooker,Emily Chen,23/03/2023
RCP02943,Herb Salad,Salad,Spanish,None,Medium,,,,1,-82,0.3,,59.3,,2317,"fish, garlic, cauliflower, carrots, bell peppers, quinoa, cumin, paprika",pressure cooker,,26/12/2024
RCP02944,Savory Steamed,Salad,Korean,Vegan,Medium,69,36,105,1,94,65.6,49,92.6,1,3084,"broccoli, bell peppers, cauliflower","stovetop, microwave",Emily Chen,10/05/2023
RCP02945,Casserole,Snack,Japanese,None,Expert,29,12,41,12,746,48.9,110.4,54.1,3.6,2591,"turkey, mushrooms, bell peppers, quinoa, thyme, salt","pressure cooker, mixer, grill, air fryer",chef john,2023.12.10
RCP02946,Smoothie,Appetizer,Mexican,None,Medium,107,193,300,6,445,76.3,-3.4,,3.6,4659,lettuce; potatoes; rice; thyme; cinnamon,"food processor, grill, blender, slow cooker",Chef John,05/08/2025
RCP02947,Spicy Baked,Salad,Mediterranean,None,Medium,41,237,278,10,997,33.2,,42.4,3.3,4546,"fish, tomatoes, spinach, cauliflower, pasta, paprika",grill,Chef John,02/09/2023
RCP02948,Crispy Salad,Appetizer,Vietnamese,None,Medium,16,149,165,11,331,,17.7,6.7,5,4739,"spinach, cauliflower, mushrooms, cream, pepper, salt, oregano","grill, stovetop",chef john,02/05/2025
RCP02949,Grilled,Dinner,Mexican,None,Medium,19,160,179,4,419,37,94.2,38.8,4.9,3632,"beef, carrots, mushrooms, bread, salt",slow cooker,emily chen,19/09/2024
RCP02950,Tangy Bread,Salad,Thai,None,Medium,62,173,235,6,957,5.5,37.5,5.4,4.9,1136,"turkey, tomatoes, milk, salt, pepper, thyme, oregano","microwave, air fryer, blender, oven",Emily Chen,27/07/2024
RCP02951,Savory Smoothie,Appetizer,Vietnamese,None,Medium,5,101,106,2,374,15.8,,64.2,2.5,2871,"lamb, cauliflower, quinoa, salt, cumin","pressure cooker, food processor",Sarah Wilson,28/01/2024
RCP02952,Creamy Pie,Snack,Japanese,None,Expert,14,14,28,11,904,77.9,100.9,84.3,3.1,3485,"bell peppers, garlic, quinoa, thyme, paprika, cumin, salt",,CHEF JOHN,16/12/2023
RCP02953,Savory Pie,Salad,Spanish,None,Hard,85,102,187,2,1078,58.9,-19.2,34.5,4.9,51,"spinach, zucchini, carrots, lettuce, rice, yogurt, salt, basil","slow cooker, stovetop, mixer",Chef John,27/05/2025
RCP02954,Curry,Appetizer,Indian,Gluten-Free,Hard,595,4210,4805,,395,52.2,130,9.4,,-14,"PORK, GARLIC, BELL PEPPERS, BROCCOLI, OREGANO, CUMIN, BASIL, THYME","pressure cooker, grill, stovetop",chef john,07/12/2024
RCP02955,Herb Pizza,Breakfast,French,None,Hard,109,21,130,2,,47.3,129.5,28.7,3.3,1103,"tofu, cauliflower, onions, noodles, butter, pepper, oregano, thyme",pressure cooker,Bob Johnson,02/02/2023
RCP02956,Tangy Pasta,Salad,Indian,Paleo,Hard,82,32,114,3,262,10.9,136.2,99.4,9.6,1265,"beef, bell peppers, onions, carrots, yogurt, basil, pepper","microwave, stovetop, slow cooker, air fryer",David Lee,25/06/2025
RCP02957,Creamy Tacos,Dessert,Vietnamese,Vegan,Expert,10,91,101,2,1073,42.3,0.5,51,3.4,-34,"chicken, tomatoes, potatoes, butter, cinnamon, thyme, cumin",mixer|microwave|oven,chef john,29/03/2023
RCP02958,Sweet Roast,Appetizer,Mediterranean,None,Easy,100,183,283,1,53,11.9,12,18.5,4.7,1208,"lamb, bell peppers, broccoli","air fryer, microwave, blender, mixer",Sarah Wilson,2024.01.06
RCP02959,Herb Casserole,Appetizer,Spanish,None,Hard,-19,-36,-55,10,1073,,37.6,4.1,4.2,1517,"spinach, potatoes, bread, paprika, pepper, salt","blender, food processor",CHEF JOHN,18/03/2025
RCP02960,Herb Pie,Snack,Spanish,None,Easy,91,174,265,4,320,18.6,133.5,68.6,3.2,4094,"turkey, bell peppers, broccoli, carrots, milk, thyme, pepper, oregano","mixer, food processor",CHEF JOHN,12/04/2023
RCP02961,Salad,Snack,Spanish,None,Hard,94,88,182,7,468,,144.4,87.3,1.1,1179,"spinach, tomatoes, mushrooms, broccoli, pasta, yogurt, thyme, paprika, cumin","blender, stovetop",Emily Chen,13/07/2024
RCP02962,Tangy Cookies,Dessert,Japanese,None,Hard,86,197,283,6,1064,49.1,137.9,34.5,2.2,1681,"eggs, zucchini, oregano, salt, pepper","pressure cooker, blender, oven, air fryer",Emily Chen,21/07/2023
RCP02963,Crispy Pizza,Salad,Spanish,None,Expert,38,22,60,1,992,51.7,105.3,72.6,1.4,497,eggs; spinach; zucchini; tomatoes; potatoes; pasta; cinnamon,"microwave, food processor, grill",Sarah Wilson,13/03/2024
RCP02964,Tangy Cake,Dinner,Italian,None,Hard,68,80,148,6,651,,53.9,,1.3,2693,"chicken, potatoes, oats, paprika, cumin","microwave, air fryer, stovetop",Bob Johnson,18/03/2023
RCP02965,Spicy Pasta,Breakfast,Thai,None,Medium,65,231,296,12,95,78,135.9,87.6,4.6,346,,"food processor, blender, oven, mixer",mary smith,13/11/2024
RCP02966,Herb Curry,Breakfast,Indian,Low-Carb,Expert,,,,5,625,3.5,,46.3,4.4,2776,"cauliflower, spinach, basil, pepper, thyme, cinnamon",slow cooker,mary smith,06/03/2023
RCP02967,Herb Bread,Snack,Mediterranean,None,Hard,13,97,110,7,1127,3.1,68.1,50.6,3.4,2743,"turkey, broccoli, onions, zucchini, oats, thyme, paprika","pressure cooker, air fryer",chef john,06/07/2025
RCP02968,Herb Smoothie,Beverage,French,None,Hard,78,156,234,1,195,65.7,78.2,55.5,5,2023,"tofu, carrots, pasta, cinnamon, thyme, pepper, cumin",blender,mary smith,27/03/2023
RCP02969,Herb Sandwich,Appetizer,Japanese,None,Expert,,,,6,514,,88.1,,4.5,3128,"beef, onions, garlic, pepper, paprika, basil, salt",oven,emily chen,30/03/2023
RCP02970,Tangy Curry,Beverage,Greek,None,Medium,55,172,227,4,625,19.1,20.1,0.3,3.1,2601,"SHRIMP, CAULIFLOWER, BROCCOLI, FLOUR, PAPRIKA, PEPPER, SALT",blender,emily chen,30/05/2025
RCP02971,Sweet Smoothie,Appetizer,French,None,Medium,37,181,218,1,117,48.7,73.3,98.9,2,3945,"carrots, tomatoes, bell peppers, butter, salt, cinnamon","food processor, stovetop, oven",emily chen,01/10/2024
RCP02972,Sweet Soup,Lunch,Chinese,None,Easy,63,59,122,2,587,,2.7,40.1,2.6,3376,"fish, mushrooms, oats, pepper, cumin, paprika","oven, air fryer, blender",chef john,24/10/2023
RCP02973,Crispy Pasta,Breakfast,Thai,Vegan,Expert,39,70,109,6,386,32.3,38,43.3,4.4,3004,"beef, zucchini, bread, salt, cumin, paprika, thyme","microwave, oven, grill",Sarah Wilson,07/05/2023
RCP02974,Savory Casserole,Dessert,Vietnamese,None,Easy,45,107,152,1,157,77.8,,97.1,2.5,579,"fish, spinach, zucchini, onions, flour, thyme, paprika",food processor|pressure cooker,David Lee,
RCP02975,Savory Rice Bowl,Dessert,American,Dairy-Free,Expert,78,179,257,6,122,72.9,64.3,4.2,-0.9,715,"zucchini, paprika, cumin","pressure cooker, slow cooker",chef john,06/11/2025
RCP02976,Savory Cake,Lunch,American,None,Hard,-15,-20,-35,11,443,68.8,46.9,26.4,4.6,3516,"broccoli, mushrooms, salt","grill, air fryer, food processor, mixer",emily chen,07/07/2024
RCP02977,Sweet Bread,Dinner,Korean,Vegetarian,Expert,118,176,294,11,778,64.5,2.5,46.6,1.7,4179,"chicken, onions, carrots, garlic","slow cooker, mixer, food processor",Emily Chen,02-26-24
RCP02978,Tangy Grilled,Dessert,American,None,Hard,58,130,188,-2,8986,73.5,93.6,55.5,3.4,229,"shrimp, broccoli, carrots, spinach, lettuce, salt, basil","microwave, air fryer, food processor",mary smith,26/10/2024
RCP02979,Cake,Lunch,Thai,None,Hard,79,109,188,5,231,0.4,147.3,75,3.9,91,"pork, potatoes, thyme, basil, oregano, paprika",stovetop,Chef John,17/12/2025
RCP02980,Crispy Soup,Snack,American,None,Expert,26,210,236,1,1030,44.1,23.3,55,3.7,1937,"broccoli, cauliflower, oats, cinnamon, thyme","oven, blender, stovetop",David Lee,11/09/2025
RCP02981,Spicy Rice Bowl,Appetizer,Mexican,None,Hard,73,140,213,10,203,78.4,106.7,92.4,1.3,1467,"tomatoes, pasta, cumin, cinnamon, basil, oregano","oven, air fryer",Mary Smith,06/01/2026
RCP02982,Tangy Sandwich,Salad,Indian,None,Expert,47,182,229,10,797,-6.9,15.2,15.5,4.3,2448,"CAULIFLOWER, BELL PEPPERS, CHEESE, THYME, CUMIN","mixer, pressure cooker, slow cooker, microwave",chef john,02/04/2023
RCP02983,Grilled,Dessert,Mediterranean,None,Easy,13,158,171,8,800,20.2,123,38.9,1.2,4815,"onions, mushrooms, cauliflower, zucchini",air fryer,Bob Johnson,16/06/2024
RCP02984,Herb Pizza,Appetizer,Italian,None,Easy,68,197,265,2,268,71.1,121.1,,4.3,3101,"tomatoes, zucchini, onions, cauliflower, salt, paprika, oregano","oven, mixer, stovetop",Chef John,16/01/2025
RCP02985,Spicy Baked,Beverage,Vietnamese,None,Expert,9,214,223,11,741,40.8,93.7,42.3,4.7,4278,"pork, lettuce, garlic, mushrooms, rice, yogurt, cinnamon, thyme",grill,Emily Chen,07/06/2024
RCP02986,Savory Pasta,Dessert,Spanish,None,Expert,26,79,105,4,1146,43.5,57,74,,679,"turkey, cauliflower, carrots, rice, thyme, salt, oregano, cinnamon","slow cooker, mixer, grill",Chef John,12/03/2025
RCP02987,Crispy Rice Bowl,Appetizer,Mediterranean,None,Easy,56,77,133,1,556,40.4,46.7,2,4.3,906,"turkey, onions, zucchini, thyme","food processor, blender, mixer",David Lee,05/02/2024
RCP02988,Tangy Pizza,Salad,Chinese,None,Easy,,,,,1087,14.3,71.3,63.8,3.5,4625,"broccoli, cinnamon, cumin, oregano","slow cooker, oven, mixer, stovetop",Chef John,20/11/2024
RCP02989,Crispy Casserole,Beverage,Chinese,None,Easy,28,147,175,6,227,25.1,7.3,78,1.1,-10,"bell peppers, oregano, cinnamon, thyme, cumin","blender, pressure cooker, slow cooker",Emily Chen,28/04/2024
RCP02990,Spicy Grilled,Lunch,Thai,None,Medium,9,64,73,8,1014,77.3,52.1,66.3,2.1,549,"broccoli, garlic, cinnamon, basil, paprika, cumin",pressure cooker,emily chen,28/10/2025
RCP02991,Savory Pasta,Breakfast,French,None,Easy,10,177,187,5,360,67.4,40.5,9.9,2.1,4070,"BEEF, MUSHROOMS, GARLIC, CAULIFLOWER, RICE, CHEESE, BASIL, CUMIN, THYME, CINNAMON","stovetop, air fryer, food processor",Sarah Wilson,25/02/2025
RCP02992,Sweet Baked,Lunch,Mexican,None,Medium,24,42,66,7,810,24.1,97,,6.1,2498,"carrots, rice, salt, paprika","air fryer, grill, slow cooker, oven",David Lee,17/01/2026
RCP02993,Savory Roast,Dessert,Italian,None,Hard,46,14,60,11,1086,,124,25.3,4.7,3476,"turkey, garlic, tomatoes, basil, oregano, salt",,Chef John,16/04/2024
RCP02994,Herb Soup,Beverage,Mexican,None,Expert,63,94,157,5,187,67.6,129.6,,3.1,4020,"lettuce, potatoes, cinnamon, basil, paprika","stovetop, food processor, blender, slow cooker",Bob Johnson,16/05/2025
RCP02995,Spicy Curry,Breakfast,Mediterranean,None,Medium,34,128,162,4,523,,-2.2,,3.5,2551,"broccoli, spinach, mushrooms, garlic, butter, pepper, oregano, thyme","food processor, oven, slow cooker, blender",Emily Chen,
RCP02996,Savory Fried,Breakfast,Indian,Gluten-Free,Medium,14,181,195,10,716,-9.2,,19.6,3.9,4620,,"grill, mixer, oven, slow cooker",Emily Chen,20/11/2024
RCP02997,Sweet Bread,Appetizer,Mediterranean,None,Easy,86,117,203,8,361,20.3,6.7,,5,-30,"tomatoes, mushrooms, flour, cinnamon, basil, oregano, salt","slow cooker, pressure cooker",Emily Chen,15/03/2024
RCP02998,Sweet Pizza,Lunch,Greek,None,Expert,116,83,199,8,948,45.1,12.5,56,1.1,4270,"beef, potatoes, spinach, onions, garlic, cumin, basil, paprika",pressure cooker,David Lee,07/05/2023
RCP02999,Herb Bread,Appetizer,Chinese,None,Hard,9,45,54,8,407,,106.1,57.8,3.8,4848,"SPINACH, BROCCOLI, POTATOES, BASIL, CINNAMON","grill, air fryer, pressure cooker, mixer",Bob Johnson,22/01/2026
RCP03000,Savory Cake,Beverage,Italian,Keto,Medium,85,43,128,1,1145,68,42.9,21.1,,4710,"chicken, zucchini, tomatoes, cream","air fryer, oven, food processor",Bob Johnson,30/09/2025
RCP03001,Spicy Bread,Snack,French,None,Expert,69,68,137,5,848,5.9,97,81.7,4.7,2451,"bell peppers, lettuce, spinach",air fryer,,25/02/2023
RCP03002,Herb Pasta,Dinner,Japanese,None,Easy,69,150,219,10,316,16.7,95.2,91.1,1.5,2218,cauliflower; lettuce; spinach; zucchini; cumin; paprika; basil,"pressure cooker, oven",Mary Smith,16/04/2023
RCP03003,Creamy Grilled,Dessert,American,None,Easy,79,20,99,2,125,29.1,,50,1.3,4619,"turkey, cauliflower, oats, milk, salt, cinnamon",air fryer,emily chen,18/05/2025
RCP03004,Bread,Dinner,Italian,None,Hard,70,16,86,6,481,66.3,114.4,89.1,4.8,2581,"tomatoes, broccoli, yogurt","microwave, blender",chef john,
RCP03005,Tangy Curry,Dinner,Korean,None,Hard,23,200,223,6,404,76.8,85.8,96.8,4.3,493,,"mixer, slow cooker",Chef John,07/06/2024
RCP03006,Fried,Salad,Thai,None,Hard,111,197,308,11,707,30.9,29.6,21.6,2.6,1567,"chicken, bell peppers, potatoes, onions, quinoa, milk, oregano, pepper, basil","pressure cooker, microwave, slow cooker, stovetop",Mary Smith,
RCP03007,Crispy Stir-fry,Beverage,Spanish,Gluten-Free,Hard,32,15,47,10,564,5.7,114.9,4,4.4,2569,"tofu, zucchini, garlic, lettuce, spinach, noodles, butter, cumin, pepper","air fryer, pressure cooker, blender",Sarah Wilson,
RCP03008,Crispy Cake,Appetizer,Korean,None,Medium,21,167,188,4,724,2.7,127.2,67.6,2.2,4512,"shrimp, onions, zucchini, quinoa, basil, thyme, oregano, salt",pressure cooker,,07/03/2025
RCP03009,Sweet Baked,Snack,Greek,None,Expert,55,205,260,8,71,31.4,36.2,,2.9,3760,"shrimp, tomatoes, salt, pepper","air fryer, oven, food processor",Bob Johnson,2024.08.16
RCP03010,Sweet Curry,Snack,Chinese,None,Hard,35,99,134,11,879,8.5,58,20.5,2.5,3629,"eggs, cauliflower, carrots, broccoli, cheese, basil, pepper","pressure cooker, air fryer",mary smith,24/09/2024
RCP03011,Sweet Fried,Beverage,Indian,Vegetarian,Medium,,,,8,931,12.8,146.1,82.5,3.5,1411,"potatoes, mushrooms, flour, yogurt, cumin, basil",oven,chef john,09/02/2023
RCP03012,Sweet Soup,Dinner,Mexican,None,Hard,79,145,224,5,699,77.9,27,46.5,4.4,1286,"tofu, potatoes, carrots, onions, paprika, salt","food processor, pressure cooker, mixer",Chef John,2026.01.02
RCP03013,Herb Cookies,Salad,Spanish,None,Medium,51,96,147,,106,3.1,,15.8,1.3,3256,"spinach, tomatoes, butter, paprika, salt",grill|blender|stovetop,Chef John,04/04/2024
RCP03014,Herb Salad,Breakfast,Spanish,None,Easy,92,195,287,9,168,62.2,55.1,4.9,3.4,3580,lamb; carrots; noodles,"oven, mixer, food processor, blender",Mary Smith,14/08/2023
RCP03015,Smoothie,Appetizer,Thai,None,Expert,11,43,54,12,970,11.1,111.2,99.5,1.5,4573,"SHRIMP, ONIONS, BROCCOLI, CINNAMON, PAPRIKA, PEPPER, OREGANO","pressure cooker, mixer, slow cooker",Bob Johnson,27/07/2023
RCP03016,Fried,Lunch,Greek,None,Medium,57,29,86,5,623,72.4,114.8,,3.2,832,"pork, garlic, zucchini, mushrooms, yogurt, cinnamon, paprika, oregano","slow cooker, stovetop",CHEF JOHN,10/19/2023
RCP03017,Roast,Breakfast,Thai,None,Medium,5,130,135,2,757,35.8,107.9,80.8,2.4,2054,"broccoli, butter, oregano, pepper, cumin, basil","slow cooker, air fryer",David Lee,12-24-24
RCP03018,Savory Soup,Appetizer,Greek,None,Medium,,,,2,1041,72.7,86.4,55.1,1.2,2523,"turkey, cauliflower, mushrooms, cumin, paprika, salt","oven, mixer",Sarah Wilson,13/12/2024
RCP03019,Noodles,Snack,French,None,Expert,21,211,232,4,1136,41.2,68.7,17.3,2.7,2761,"shrimp, broccoli, carrots, onions, yogurt, paprika, salt, cinnamon, cumin",microwave,Emily Chen,12/07/2025
RCP03020,Tangy Casserole,Breakfast,French,None,Easy,49,141,190,9,919,35.2,3.6,71.2,1.4,4406,"bell peppers, garlic, lettuce, bread, thyme, salt","grill, mixer, microwave, air fryer",Emily Chen,16/10/2025
RCP03021,Sandwich,Salad,Korean,None,Hard,55,163,218,11,,3.9,111.9,28,2.2,4526,"zucchini, garlic, bell peppers, quinoa, thyme, oregano, pepper","pressure cooker, stovetop, slow cooker",Bob Johnson,2024.02.24
RCP03022,Creamy Pizza,Salad,Japanese,None,Medium,42,110,152,3,9027,,142.8,26.6,1.8,2503,"broccoli, flour, salt, thyme, cumin",slow cooker,Chef John,14/09/2023
RCP03023,Spicy Rice Bowl,Dinner,American,None,Hard,28,94,122,-1,500,43.1,68.8,98.7,3.9,2109,"carrots, cauliflower, spinach, bread, cream, oregano, basil, thyme",food processor,Bob Johnson,06/01/2025
RCP03024,Spicy Rice Bowl,Appetizer,Vietnamese,None,Easy,38,113,151,4,1116,2.7,86.2,39.5,3.4,3783,"chicken, bell peppers, zucchini","air fryer, microwave",emily chen,17/05/2025
RCP03025,Creamy Roast,Dessert,Korean,Paleo,Hard,8,146,154,1,11304,45.3,24.3,6.6,2.9,1574,"shrimp, tomatoes, salt, basil, cinnamon","oven, mixer",emily chen,27/10/2023
